ICD9|ICD10|Description
989.0|T65.0X1A|Toxic effect of cyanides, accidental (unintentional), initial encounter
989.0|T65.0X2A|Diagnostico no disponible
989.0|T65.0X3A|Diagnostico no disponible
989.0|T65.0X4A|Diagnostico no disponible
989.1|T65.1X1A|Toxic effect of strychnine and its salts, accidental (unintentional), initial encounter
989.1|T65.1X2A|Diagnostico no disponible
989.1|T65.1X3A|Diagnostico no disponible
989.1|T65.1X4A|Diagnostico no disponible
989.2|T53.91XA|Diagnostico no disponible
989.3|T60.0X1A|Toxic effect of organophosphate and carbamate insecticides, accidental (unintentional), initial encounter
989.3|T60.0X2A|Diagnostico no disponible
989.3|T60.0X3A|Diagnostico no disponible
989.3|T60.0X4A|Diagnostico no disponible
989.4|T60.1X1A|Diagnostico no disponible
989.4|T60.1X2A|Diagnostico no disponible
989.4|T60.1X3A|Diagnostico no disponible
989.4|T60.1X4A|Diagnostico no disponible
989.4|T60.2X1A|Diagnostico no disponible
989.4|T60.2X2A|Toxic effect of other insecticides, intentional self-harm, initial encounter
989.4|T60.2X3A|Diagnostico no disponible
989.4|T60.2X4A|Diagnostico no disponible
989.4|T60.4X1A|Diagnostico no disponible
989.4|T60.4X2A|Diagnostico no disponible
989.4|T60.4X3A|Diagnostico no disponible
989.4|T60.4X4A|Diagnostico no disponible
989.4|T60.8X1A|Diagnostico no disponible
989.4|T60.8X2A|Diagnostico no disponible
989.4|T60.8X3A|Diagnostico no disponible
989.4|T60.8X4A|Diagnostico no disponible
989.4|T60.91XA|Diagnostico no disponible
989.4|T60.92XA|Diagnostico no disponible
989.4|T60.93XA|Diagnostico no disponible
989.4|T60.94XA|Diagnostico no disponible
989.5|T63.001A|Diagnostico no disponible
989.5|T63.002A|Diagnostico no disponible
989.5|T63.003A|Diagnostico no disponible
989.5|T63.004A|Diagnostico no disponible
989.5|T63.011A|Diagnostico no disponible
989.5|T63.012A|Diagnostico no disponible
989.5|T63.013A|Diagnostico no disponible
989.5|T63.014A|Diagnostico no disponible
989.5|T63.021A|Diagnostico no disponible
989.5|T63.022A|Diagnostico no disponible
989.5|T63.023A|Diagnostico no disponible
989.5|T63.024A|Diagnostico no disponible
989.5|T63.031A|Diagnostico no disponible
989.5|T63.032A|Diagnostico no disponible
989.5|T63.033A|Diagnostico no disponible
989.5|T63.034A|Diagnostico no disponible
989.5|T63.041A|Diagnostico no disponible
989.5|T63.042A|Diagnostico no disponible
989.5|T63.043A|Diagnostico no disponible
989.5|T63.044A|Diagnostico no disponible
989.5|T63.061A|Diagnostico no disponible
989.5|T63.062A|Diagnostico no disponible
989.5|T63.063A|Diagnostico no disponible
989.5|T63.064A|Diagnostico no disponible
989.5|T63.071A|Diagnostico no disponible
989.5|T63.072A|Diagnostico no disponible
989.5|T63.073A|Diagnostico no disponible
989.5|T63.074A|Diagnostico no disponible
989.5|T63.081A|Diagnostico no disponible
989.5|T63.082A|Diagnostico no disponible
989.5|T63.083A|Diagnostico no disponible
989.5|T63.084A|Diagnostico no disponible
989.5|T63.091A|Diagnostico no disponible
989.5|T63.092A|Diagnostico no disponible
989.5|T63.093A|Diagnostico no disponible
989.5|T63.094A|Diagnostico no disponible
989.5|T63.111A|Diagnostico no disponible
989.5|T63.112A|Diagnostico no disponible
989.5|T63.113A|Diagnostico no disponible
989.5|T63.114A|Diagnostico no disponible
989.5|T63.121A|Diagnostico no disponible
989.5|T63.122A|Diagnostico no disponible
989.5|T63.123A|Diagnostico no disponible
989.5|T63.124A|Diagnostico no disponible
989.5|T63.191A|Diagnostico no disponible
989.5|T63.192A|Diagnostico no disponible
989.5|T63.193A|Diagnostico no disponible
989.5|T63.194A|Diagnostico no disponible
989.5|T63.2X1A|Diagnostico no disponible
989.5|T63.2X2A|Diagnostico no disponible
989.5|T63.2X3A|Diagnostico no disponible
989.5|T63.2X4A|Diagnostico no disponible
989.5|T63.301A|Diagnostico no disponible
989.5|T63.302A|Diagnostico no disponible
989.5|T63.303A|Diagnostico no disponible
989.5|T63.304A|Diagnostico no disponible
989.5|T63.311A|Diagnostico no disponible
989.5|T63.312A|Diagnostico no disponible
989.5|T63.313A|Diagnostico no disponible
989.5|T63.314A|Diagnostico no disponible
989.5|T63.321A|Diagnostico no disponible
989.5|T63.322A|Diagnostico no disponible
989.5|T63.323A|Diagnostico no disponible
989.5|T63.324A|Diagnostico no disponible
989.5|T63.331A|Diagnostico no disponible
989.5|T63.332A|Diagnostico no disponible
989.5|T63.333A|Diagnostico no disponible
989.5|T63.334A|Diagnostico no disponible
989.5|T63.391A|Diagnostico no disponible
989.5|T63.392A|Diagnostico no disponible
989.5|T63.393A|Diagnostico no disponible
989.5|T63.394A|Diagnostico no disponible
989.5|T63.411A|Diagnostico no disponible
989.5|T63.412A|Diagnostico no disponible
989.5|T63.413A|Diagnostico no disponible
989.5|T63.414A|Diagnostico no disponible
989.5|T63.421A|Diagnostico no disponible
989.5|T63.422A|Diagnostico no disponible
989.5|T63.423A|Diagnostico no disponible
989.5|T63.424A|Diagnostico no disponible
989.5|T63.431A|Diagnostico no disponible
989.5|T63.432A|Diagnostico no disponible
989.5|T63.433A|Diagnostico no disponible
989.5|T63.434A|Diagnostico no disponible
989.5|T63.441A|Diagnostico no disponible
989.5|T63.442A|Diagnostico no disponible
989.5|T63.443A|Diagnostico no disponible
989.5|T63.444A|Diagnostico no disponible
989.5|T63.451A|Diagnostico no disponible
989.5|T63.452A|Diagnostico no disponible
989.5|T63.453A|Diagnostico no disponible
989.5|T63.454A|Diagnostico no disponible
989.5|T63.461A|Diagnostico no disponible
989.5|T63.462A|Diagnostico no disponible
989.5|T63.463A|Diagnostico no disponible
989.5|T63.464A|Diagnostico no disponible
989.5|T63.481A|Diagnostico no disponible
989.5|T63.482A|Diagnostico no disponible
989.5|T63.483A|Diagnostico no disponible
989.5|T63.484A|Diagnostico no disponible
989.5|T63.511A|Diagnostico no disponible
989.5|T63.512A|Diagnostico no disponible
989.5|T63.513A|Diagnostico no disponible
989.5|T63.514A|Diagnostico no disponible
989.5|T63.591A|Diagnostico no disponible
989.5|T63.592A|Diagnostico no disponible
989.5|T63.593A|Diagnostico no disponible
989.5|T63.594A|Diagnostico no disponible
989.5|T63.611A|Diagnostico no disponible
989.5|T63.612A|Diagnostico no disponible
989.5|T63.613A|Diagnostico no disponible
989.5|T63.614A|Diagnostico no disponible
989.5|T63.621A|Diagnostico no disponible
989.5|T63.622A|Diagnostico no disponible
989.5|T63.623A|Diagnostico no disponible
989.5|T63.624A|Diagnostico no disponible
989.5|T63.631A|Diagnostico no disponible
989.5|T63.632A|Diagnostico no disponible
989.5|T63.633A|Diagnostico no disponible
989.5|T63.634A|Diagnostico no disponible
989.5|T63.691A|Diagnostico no disponible
989.5|T63.692A|Diagnostico no disponible
989.5|T63.693A|Diagnostico no disponible
989.5|T63.694A|Diagnostico no disponible
989.5|T63.711A|Diagnostico no disponible
989.5|T63.712A|Diagnostico no disponible
989.5|T63.713A|Diagnostico no disponible
989.5|T63.714A|Diagnostico no disponible
989.5|T63.791A|Diagnostico no disponible
989.5|T63.792A|Diagnostico no disponible
989.5|T63.793A|Diagnostico no disponible
989.5|T63.794A|Diagnostico no disponible
989.5|T63.811A|Diagnostico no disponible
989.5|T63.812A|Diagnostico no disponible
989.5|T63.813A|Diagnostico no disponible
989.5|T63.814A|Diagnostico no disponible
989.5|T63.821A|Diagnostico no disponible
989.5|T63.822A|Diagnostico no disponible
989.5|T63.823A|Diagnostico no disponible
989.5|T63.824A|Diagnostico no disponible
989.5|T63.831A|Diagnostico no disponible
989.5|T63.832A|Diagnostico no disponible
989.5|T63.833A|Diagnostico no disponible
989.5|T63.834A|Diagnostico no disponible
989.5|T63.891A|Diagnostico no disponible
989.5|T63.892A|Diagnostico no disponible
989.5|T63.893A|Diagnostico no disponible
989.5|T63.894A|Diagnostico no disponible
989.5|T63.91XA|Diagnostico no disponible
989.5|T63.92XA|Diagnostico no disponible
989.5|T63.93XA|Diagnostico no disponible
989.5|T63.94XA|Diagnostico no disponible
989.6|T55.0X1A|Toxic effect of soaps, accidental (unintentional), initial encounter
989.6|T55.0X2A|Diagnostico no disponible
989.6|T55.0X3A|Diagnostico no disponible
989.6|T55.0X4A|Diagnostico no disponible
989.6|T55.1X1A|Diagnostico no disponible
989.6|T55.1X2A|Diagnostico no disponible
989.6|T55.1X3A|Diagnostico no disponible
989.6|T55.1X4A|Diagnostico no disponible
989.7|T64.01XA|Diagnostico no disponible
989.7|T64.02XA|Diagnostico no disponible
989.7|T64.03XA|Diagnostico no disponible
989.7|T64.04XA|Diagnostico no disponible
989.7|T64.81XA|Diagnostico no disponible
989.7|T64.82XA|Diagnostico no disponible
989.7|T64.83XA|Diagnostico no disponible
989.7|T64.84XA|Diagnostico no disponible
989.81|T65.894A|Toxic effect of other specified substances, undetermined, initial encounter
989.82|T65.811A|Toxic effect of latex, accidental (unintentional), initial encounter
989.82|T65.812A|Diagnostico no disponible
989.82|T65.813A|Diagnostico no disponible
989.82|T65.814A|Diagnostico no disponible
989.83|T65.894A|Toxic effect of other specified substances, undetermined, initial encounter
989.84|T65.211A|Toxic effect of chewing tobacco, accidental (unintentional), initial encounter
989.84|T65.212A|Diagnostico no disponible
989.84|T65.213A|Diagnostico no disponible
989.84|T65.214A|Diagnostico no disponible
989.84|T65.221A|Diagnostico no disponible
989.84|T65.222A|Diagnostico no disponible
989.84|T65.223A|Diagnostico no disponible
989.84|T65.224A|Diagnostico no disponible
989.84|T65.291A|Diagnostico no disponible
989.84|T65.292A|Diagnostico no disponible
989.84|T65.293A|Diagnostico no disponible
989.84|T65.294A|Diagnostico no disponible
989.89|T57.8X1A|Diagnostico no disponible
989.89|T57.8X2A|Diagnostico no disponible
989.89|T57.8X3A|Diagnostico no disponible
989.89|T60.3X1A|Diagnostico no disponible
989.89|T60.3X2A|Diagnostico no disponible
989.89|T60.3X3A|Diagnostico no disponible
989.89|T60.3X4A|Diagnostico no disponible
989.89|T65.5X1A|Diagnostico no disponible
989.89|T65.5X2A|Diagnostico no disponible
989.89|T65.5X3A|Diagnostico no disponible
989.89|T65.5X4A|Diagnostico no disponible
989.89|T65.6X1A|Diagnostico no disponible
989.89|T65.6X2A|Diagnostico no disponible
989.89|T65.6X3A|Diagnostico no disponible
989.89|T65.6X4A|Diagnostico no disponible
989.89|T65.821A|Diagnostico no disponible
989.89|T65.822A|Diagnostico no disponible
989.89|T65.823A|Diagnostico no disponible
989.89|T65.824A|Diagnostico no disponible
989.89|T65.831A|Diagnostico no disponible
989.89|T65.832A|Diagnostico no disponible
989.89|T65.833A|Diagnostico no disponible
989.89|T65.834A|Diagnostico no disponible
989.89|T65.891A|Diagnostico no disponible
989.89|T65.892A|Diagnostico no disponible
989.89|T65.893A|Diagnostico no disponible
989.89|T65.894A|Toxic effect of other specified substances, undetermined, initial encounter
989.9|T57.91XA|Diagnostico no disponible
989.9|T57.92XA|Diagnostico no disponible
989.9|T57.93XA|Diagnostico no disponible
989.9|T57.94XA|Diagnostico no disponible
989.9|T65.91XA|Diagnostico no disponible
989.9|T65.92XA|Diagnostico no disponible
989.9|T65.93XA|Diagnostico no disponible
989.9|T65.94XA|Diagnostico no disponible
990|T66.XXXA|Diagnostico no disponible
991.0|T33.09XA|Diagnostico no disponible
991.0|T34.09XA|Diagnostico no disponible
991.1|T33.529A|Superficial frostbite of unspecified hand, initial encounter
991.1|T34.529A|Diagnostico no disponible
991.2|T33.829A|Superficial frostbite of unspecified foot, initial encounter
991.2|T33.839A|Diagnostico no disponible
991.2|T34.829A|Diagnostico no disponible
991.3|T33.90XA|Diagnostico no disponible
991.3|T33.99XA|Diagnostico no disponible
991.3|T34.90XA|Diagnostico no disponible
991.3|T34.99XA|Diagnostico no disponible
991.4|T69.029A|Immersion foot, unspecified foot, initial encounter
991.5|T69.1XXA|Diagnostico no disponible
991.6|T68.XXXA|Diagnostico no disponible
991.8|T69.8XXA|Diagnostico no disponible
991.9|T69.9XXA|Diagnostico no disponible
992.0|T67.0XXA|Diagnostico no disponible
992.1|T67.1XXA|Diagnostico no disponible
992.2|T67.2XXA|Diagnostico no disponible
992.3|T67.3XXA|Diagnostico no disponible
992.4|T67.4XXA|Diagnostico no disponible
992.5|T67.5XXA|Diagnostico no disponible
992.6|T67.6XXA|Diagnostico no disponible
992.7|T67.7XXA|Diagnostico no disponible
992.8|T67.8XXA|Diagnostico no disponible
992.9|T67.9XXA|Diagnostico no disponible
993.0|T70.0XXA|Diagnostico no disponible
993.1|T70.1XXA|Diagnostico no disponible
993.2|T70.20XA|Diagnostico no disponible
993.2|T70.29XA|Diagnostico no disponible
993.3|T70.3XXA|Diagnostico no disponible
993.4|T70.4XXA|Diagnostico no disponible
993.8|T70.8XXA|Diagnostico no disponible
993.9|T70.9XXA|Diagnostico no disponible
994.0|T75.00XA|Diagnostico no disponible
994.0|T75.01XA|Diagnostico no disponible
994.1|T75.1XXA|Diagnostico no disponible
994.2|T73.0XXA|Diagnostico no disponible
994.3|T73.1XXA|Diagnostico no disponible
994.4|T73.2XXA|Diagnostico no disponible
994.5|T73.3XXA|Diagnostico no disponible
994.6|T75.3XXA|Diagnostico no disponible
994.7|T71.111A|Asphyxiation due to smothering under pillow, accidental, initial encounter
994.7|T71.112A|Diagnostico no disponible
994.7|T71.113A|Diagnostico no disponible
994.7|T71.114A|Diagnostico no disponible
994.7|T71.121A|Diagnostico no disponible
994.7|T71.122A|Diagnostico no disponible
994.7|T71.123A|Diagnostico no disponible
994.7|T71.124A|Diagnostico no disponible
994.7|T71.131A|Diagnostico no disponible
994.7|T71.132A|Diagnostico no disponible
994.7|T71.133A|Diagnostico no disponible
994.7|T71.134A|Diagnostico no disponible
994.7|T71.141A|Diagnostico no disponible
994.7|T71.143A|Diagnostico no disponible
994.7|T71.144A|Diagnostico no disponible
994.7|T71.151A|Diagnostico no disponible
994.7|T71.152A|Diagnostico no disponible
994.7|T71.153A|Diagnostico no disponible
994.7|T71.154A|Diagnostico no disponible
994.7|T71.161A|Diagnostico no disponible
994.7|T71.162A|Diagnostico no disponible
994.7|T71.163A|Diagnostico no disponible
994.7|T71.164A|Diagnostico no disponible
994.7|T71.191A|Diagnostico no disponible
994.7|T71.192A|Diagnostico no disponible
994.7|T71.193A|Diagnostico no disponible
994.7|T71.194A|Diagnostico no disponible
994.7|T71.20XA|Diagnostico no disponible
994.7|T71.21XA|Diagnostico no disponible
994.7|T71.221A|Diagnostico no disponible
994.7|T71.222A|Diagnostico no disponible
994.7|T71.223A|Diagnostico no disponible
994.7|T71.224A|Diagnostico no disponible
994.7|T71.231A|Diagnostico no disponible
994.7|T71.232A|Diagnostico no disponible
994.7|T71.233A|Diagnostico no disponible
994.7|T71.234A|Diagnostico no disponible
994.7|T71.29XA|Diagnostico no disponible
994.7|T71.9XXA|Diagnostico no disponible
994.8|T75.4XXA|Diagnostico no disponible
994.9|T73.8XXA|Diagnostico no disponible
994.9|T73.9XXA|Diagnostico no disponible
994.9|T75.89XA|Diagnostico no disponible
995.0|T78.2XXA|Diagnostico no disponible
995.1|T78.3XXA|Diagnostico no disponible
995.20|T50.905A|Adverse effect of unspecified drugs, medicaments and biological substances, initial encounter
995.21|T78.41XA|Diagnostico no disponible
995.22|T41.0X5A|Diagnostico no disponible
995.22|T41.1X5A|Diagnostico no disponible
995.22|T41.205A|Diagnostico no disponible
995.22|T41.295A|Diagnostico no disponible
995.22|T41.3X5A|Diagnostico no disponible
995.22|T41.45XA|Diagnostico no disponible
995.22|T88.59XA|Diagnostico no disponible
995.23|T38.3X5A|Adverse effect of insulin and oral hypoglycemic [antidiabetic] drugs, initial encounter
995.24|T88.52XA|Diagnostico no disponible
995.27|T50.995A|Adverse effect of other drugs, medicaments and biological substances, initial encounter
995.29|T36.0X5A|Diagnostico no disponible
995.29|T36.1X5A|Diagnostico no disponible
995.29|T36.2X5A|Adverse effect of chloramphenicol group, initial encounter
995.29|T36.3X5A|Diagnostico no disponible
995.29|T36.4X5A|Diagnostico no disponible
995.29|T36.5X5A|Diagnostico no disponible
995.29|T36.6X5A|Diagnostico no disponible
995.29|T36.7X5A|Diagnostico no disponible
995.29|T36.8X5A|Diagnostico no disponible
995.29|T36.95XA|Diagnostico no disponible
995.29|T37.0X5A|Diagnostico no disponible
995.29|T37.1X5A|Diagnostico no disponible
995.29|T37.2X5A|Diagnostico no disponible
995.29|T37.3X5A|Diagnostico no disponible
995.29|T37.4X5A|Diagnostico no disponible
995.29|T37.5X5A|Diagnostico no disponible
995.29|T37.8X5A|Diagnostico no disponible
995.29|T37.95XA|Diagnostico no disponible
995.29|T38.0X5A|Diagnostico no disponible
995.29|T38.1X5A|Diagnostico no disponible
995.29|T38.2X5A|Diagnostico no disponible
995.29|T38.4X5A|Diagnostico no disponible
995.29|T38.5X5A|Diagnostico no disponible
995.29|T38.6X5A|Diagnostico no disponible
995.29|T38.7X5A|Diagnostico no disponible
995.29|T38.805A|Diagnostico no disponible
995.29|T38.815A|Diagnostico no disponible
995.29|T38.895A|Diagnostico no disponible
995.29|T38.905A|Diagnostico no disponible
995.29|T38.995A|Diagnostico no disponible
995.29|T39.015A|Diagnostico no disponible
995.29|T39.095A|Diagnostico no disponible
995.29|T39.1X5A|Diagnostico no disponible
995.29|T39.2X5A|Diagnostico no disponible
995.29|T39.315A|Diagnostico no disponible
995.29|T39.395A|Diagnostico no disponible
995.29|T39.4X5A|Diagnostico no disponible
995.29|T39.8X5A|Diagnostico no disponible
