ICD9|ICD10|Description
V15.87|Z92.81|Historia personal de oxigenación por membrana extracorpórea (OMEC)
V45.88|Z92.82|Estado de posadministración de tPA (rtPA) en un centro sanitario distinto en las últimas 24 horas previas a la admisión en el centro sanitario actual
V15.80|Z92.83|Historia personal de sedación moderada fallida
V15.89|Z92.89|Historia personal de otro tratamiento médico
V44.0|Z93.0|Estado de traqueostomía
V44.1|Z93.1|Estado de gastrostomía
V44.2|Z93.2|Estado de ileostomía
V44.3|Z93.3|Estado de colostomía
V44.4|Z93.4|Estado de otros estomas artificiales del tracto gastrointestinal
V44.50|Z93.50|Estado de cistostomía no especificado
V44.51|Z93.51|Estado de vesicostomía cutánea
V44.52|Z93.52|Estado de apéndicovesicostomía
V44.59|Z93.59|Estado de otra cistostomía
V44.6|Z93.6|Estado de otros estomas artificiales del tracto urinario
V44.7|Z93.8|Otro estado de estoma artificial
V44.8|Z93.8|Otro estado de estoma artificial
V44.9|Z93.9|Estado de estoma artificial, no especificado
V42.0|Z94.0|Estado de trasplante renal
V42.1|Z94.1|Estado de trasplante de corazón
V42.6|Z94.2|Estado de trasplante de pulmón
V42.7|Z94.4|Estado de trasplante de hígado
V42.3|Z94.5|Estado de trasplante de piel
V42.4|Z94.6|Estado de trasplante de hueso
V42.5|Z94.7|Estado de trasplante de córnea
V42.81|Z94.81|Estado de trasplante de médula ósea
V42.84|Z94.82|Estado de trasplante de intestino
V42.83|Z94.83|Estado de trasplante de páncreas
V42.82|Z94.84|Estado de trasplante de células madre
V42.89|Z94.89|Estado de trasplante de otros órganos y tejidos trasplantados
V42.9|Z94.9|Estado de órgano y tejido trasplantado, no especificado
V45.01|Z95.0|Presencia de marcapasos cardíaco
V45.81|Z95.1|Presencia de injerto derivación aortocoronaria
V43.3|Z95.2|Presencia de válvula cardiaca protésica
V42.2|Z95.3|Presencia de válvula cardiaca xenogénica
V45.02|Z95.810|Presencia de desfibrilador cardíaco automático (implantable)
V43.21|Z95.811|Presencia de dispositivo de asistencia cardiaca
V43.22|Z95.812|Presencia de corazón artificial totalmente implantable
V45.09|Z95.818|Presencia de otros implantes e injertos cardiacos
V43.4|Z95.828|Presencia de otros implantes e injertos vasculares
V45.00|Z95.9|Presencia de implante e injerto cardiaco y vascular no especificado
V43.5|Z96.0|Presencia de implantes urogenitales
V43.1|Z96.1|Presencia de lente intraocular
V43.81|Z96.3|Presencia de laringe artificial
V45.85|Z96.41|Presencia de bomba de insulina (externa) (interna)
V43.60|Z96.60|Presencia de implantes articulares ortopédicos, no especificados
V43.61|Z96.619|Presencia de articulación de hombro artificial, no especificada
V43.62|Z96.629|Presencia de articulación de codo artificial, no especificada
V43.63|Z96.639|Presencia de articulación de muñeca artificial, no especificada
V43.64|Z96.649|Presencia de articulación de cadera artificial, no especificada
V43.65|Z96.659|Presencia de articulación de rodilla artificial, no especificada
V43.66|Z96.669|Presencia de articulación de tobillo artificial, no especificada
V43.69|Z96.698|Presencia de otros implantes articulares ortopédicos
V43.83|Z96.81|Presencia de piel artificial
V43.89|Z96.9|Presencia de implante funcional, no especificado
V43.0|Z97.0|Presencia de ojo artificial
V43.7|Z97.10|Presencia de extremidad artificial (completa) (parcial), no especificada
V41.0|Z97.3|Presencia de gafas y lentes de contacto
V41.2|Z97.4|Presencia de audífono externo
V45.51|Z97.5|Presencia de dispositivo anticonceptivo (intrauterino)
V45.52|Z97.5|Presencia de dispositivo anticonceptivo (intrauterino)
V45.59|Z97.5|Presencia de dispositivo anticonceptivo (intrauterino)
V45.3|Z98.0|Estado de derivación intestinal y anastomosis
V45.4|Z98.1|Estado de artrodesis
V45.2|Z98.2|Presencia de dispositivo para drenaje de líquido cefalorraquídeo
V45.61|Z98.49|Estado de extracción de catarata, ojo no especificado
V26.51|Z98.51|Estado de ligadura de trompas (de Falopio)
V26.52|Z98.52|Estado de vasectomía
V45.82|Z98.61|Estado de angioplastia coronaria
V49.82|Z98.810|Estado de sellado dental
V45.84|Z98.811|Estado de restauración dental
V43.82|Z98.82|Estado de implante mamario
V45.69|Z98.83|Estado de ampolla filtrante (del vítreo) después de cirugía de glaucoma
V45.86|Z98.84|Estado de cirugía bariátrica
V45.87|Z98.85|Estado de extracción de órgano trasplantado
V45.83|Z98.86|Historia personal de extracción de implante mamario
V15.21|Z98.870|Historia personal de procedimiento intrauterino durante el embarazo
V15.22|Z98.871|Historia personal de procedimiento intrauterino en etapa fetal
V15.1|Z98.89|Otros estados posprocedimiento especificados
V15.29|Z98.89|Otros estados posprocedimiento especificados
V45.89|Z98.89|Otros estados posprocedimiento especificados
V46.0|Z99.0|Dependencia de aspirador
V46.11|Z99.11|Estado de dependencia de respirador [ventilador]
V46.13|Z99.11|Estado de dependencia de respirador [ventilador]
V46.12|Z99.12|Contacto por dependencia de respirador [ventilador] durante falta de electricidad
V45.11|Z99.2|Dependencia de diálisis renal
V46.3|Z99.3|Dependencia a silla de ruedas
V46.2|Z99.81|Dependencia de oxígeno suplementario
V46.8|Z99.89|Dependencia de otras máquinas y dispositivos de apoyo
V46.9|Z99.89|Dependencia de otras máquinas y dispositivos de apoyo
V16.0|Z80.0|Historia familiar de neoplasia maligna de órganos digestivos
V16.1|Z80.1|Historia familiar de neoplasia maligna de tráquea, bronquios y pulmón
V16.2|Z80.2|Historia familiar de neoplasia maligna de otros órganos respiratorios e intratorácicos
V16.3|Z80.3|Historia familiar de neoplasia maligna de mama
V16.41|Z80.41|Historia familiar de neoplasia maligna de ovario
V16.42|Z80.42|Historia familiar de neoplasia maligna de próstata
V16.43|Z80.43|Historia familiar de neoplasia maligna de testículo
V16.40|Z80.49|Historia familiar de neoplasia maligna de otros órganos genitales
V16.49|Z80.49|Historia familiar de neoplasia maligna de otros órganos genitales
V16.51|Z80.51|Historia familiar de neoplasia maligna de riñón
V16.52|Z80.52|Historia familiar de neoplasia maligna de vejiga
V16.59|Z80.59|Historia familiar de neoplasia maligna de otros órganos del tracto urinario
V16.6|Z80.6|Historia familiar de leucemia
V16.7|Z80.7|Historia familiar de otras neoplasias malignas de los tejidos linfáticos, hemopoyéticos y otros tejidos relacionados
V16.8|Z80.8|Historia familiar de neoplasia maligna de otros órganos o sistemas
V16.9|Z80.9|Historia familiar de neoplasia maligna, no especificada
V18.4|Z81.0|Historia familiar de discapacidad intelectual
V17.0|Z81.8|Historia familiar de otros trastornos mentales y del comportamiento
V17.2|Z82.0|Historia familiar de epilepsia y otras enfermedades del sistema nervioso
V19.0|Z82.1|Historia familiar de ceguera y pérdida visual
V19.2|Z82.2|Historia familiar de sordera y pérdida de audición
V17.1|Z82.3|Historia familiar de ictus
V17.41|Z82.41|Historia familiar de muerte cardiaca súbita
V17.3|Z82.49|Historia familiar de enfermedad cardiaca isquémica y otras enfermedades del aparato circulatorio
V17.49|Z82.49|Historia familiar de enfermedad cardiaca isquémica y otras enfermedades del aparato circulatorio
V17.5|Z82.5|Historia familiar de asma y otras enfermedades crónicas del tracto respiratorio inferior
V17.7|Z82.61|Historia familiar de artritis
V17.81|Z82.62|Historial familiar de osteoporosis
V17.89|Z82.69|Historia familiar de otras enfermedades del sistema osteomuscular y del tejido conjuntivo
V18.61|Z82.71|Historia familiar de poliquistosis renal
V19.5|Z82.79|Historia familiar de otras malformaciones congénitas, deformidades y anomalías cromosómicas
V18.8|Z83.1|Historia familiar de otras enfermedades infecciosas y parasitarias
V18.2|Z83.2|Historia familiar de enfermedades sanguíneas y órganos hemopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario
V18.3|Z83.2|Historia familiar de enfermedades sanguíneas y órganos hemopoyéticos y ciertos trastornos que afectan el mecanismo inmunitario
V18.0|Z83.3|Historia familiar de diabetes mellitus
V18.11|Z83.41|Historia familiar de síndrome de neoplasia endocrina múltiple [NEM]
V18.19|Z83.49|Historia familiar de otras enfermedades endocrinas, nutricionales y metabólicas
V19.11|Z83.511|Historia familiar de glaucoma
V19.19|Z83.518|Historia familiar de otro trastorno ocular especificado
V19.3|Z83.52|Historia familiar de trastornos del oído
V17.6|Z83.6|Historia familiar de otras enfermedades del aparato respiratorio
V18.51|Z83.71|Historia familiar de pólipos de colon
V18.59|Z83.79|Historia familiar de otras enfermedades del aparato digestivo
V19.4|Z84.0|Historia familiar de enfermedades de piel y del tejido subcutáneo
V18.69|Z84.1|Historia familiar de trastornos del riñón y del uréter
V18.7|Z84.2|Historia familiar de otras enfermedades del aparato genitourinario
V19.7|Z84.3|Historia familiar de consanguinidad
V18.9|Z84.81|Historia familiar de portador de enfermedad genética
V19.6|Z84.89|Historia familiar de otra afección especificada
V19.8|Z84.89|Historia familiar de otra afección especificada
V10.00|Z85.00|Historia personal de neoplasia maligna de los órganos digestivos no especificados
V10.03|Z85.01|Historia personal de neoplasia maligna de esófago
V10.91|Z85.020|Historia personal de tumor carcinoide maligno de estómago
V10.04|Z85.028|Historia personal de otra neoplasia maligna de estómago
V10.91|Z85.030|Historia personal de tumor carcinoide maligno del intestino grueso
V10.05|Z85.038|Historia personal de otra neoplasia maligna de intestino grueso
V10.91|Z85.040|Historia personal de tumor carcinoide maligno del recto
V10.06|Z85.048|Historia personal de otra neoplasia maligna recto, unión rectosigmoidea y ano
V10.07|Z85.05|Historia personal de neoplasia maligna de hígado
V10.91|Z85.060|Historia personal de tumor carcinoide maligno de intestino delgado
V10.09|Z85.068|Historia personal de otra neoplasia maligna de intestino delgado
V10.09|Z85.07|Historia personal de neoplasia maligna del páncreas
V10.09|Z85.09|Historia personal de neoplasia maligna de otros órganos digestivos
V10.91|Z85.110|Historia personal de tumor maligno carcinoide de bronquios y pulmón
V10.11|Z85.118|Historia personal de otra neoplasia maligna de bronquios y pulmón
V10.12|Z85.12|Historia personal de neoplasia maligna de tráquea
V10.20|Z85.20|Historia personal de neoplasia maligna de órgano respiratorio no especificado
V10.21|Z85.21|Historia personal de neoplasia maligna de laringe
V10.22|Z85.22|Historia personal de neoplasia maligna de cavidad nasal, oído medio y senos paranasales accesorios
V10.91|Z85.230|Historia personal de tumor carcinoide maligno de timo
V10.29|Z85.238|Historia personal de otra neoplasia maligna de timo
V10.29|Z85.29|Historia personal de neoplasia maligna de otros órganos respiratorios e intratorácicos
V10.3|Z85.3|Historia personal de neoplasia maligna de mama
V10.40|Z85.40|Historia personal de neoplasia maligna de órgano genital femenino no especificado
V10.41|Z85.41|Historia personal de neoplasia maligna de cuello uterino
V10.42|Z85.42|Historia personal de neoplasia maligna de otras partes del útero
V10.43|Z85.43|Historia personal de neoplasia maligna de ovario
V10.44|Z85.44|Historia personal de neoplasia maligna de otros órganos genitales femeninos
V10.45|Z85.45|Historia personal de neoplasia maligna de órgano genital masculino no especificado
V10.46|Z85.46|Historia personal de neoplasia maligna de próstata
V10.47|Z85.47|Historia personal de neoplasia maligna de testículo
V10.48|Z85.48|Historia personal de neoplasia maligna de epidídimo
V10.49|Z85.49|Historia personal de neoplasia maligna de otros órganos genitales masculinos
V10.50|Z85.50|Historia personal de neoplasia maligna de órgano no especificado del tracto urinario
V10.51|Z85.51|Historia personal de neoplasia maligna de vejiga
V10.91|Z85.520|Historia personal de tumor carcinoide maligno de riñón
V10.52|Z85.528|Historia personal de otra neoplasia maligna de riñón
V10.53|Z85.53|Historia personal de neoplasia maligna de pelvis renal
V10.59|Z85.54|Historia personal de neoplasia maligna de uréter
V10.59|Z85.59|Historia personal de neoplasia maligna de otro órgano del tracto urinario
V10.60|Z85.6|Historia personal de leucemia
V10.61|Z85.6|Historia personal de leucemia
V10.62|Z85.6|Historia personal de leucemia
V10.63|Z85.6|Historia personal de leucemia
V10.69|Z85.6|Historia personal de leucemia
V10.72|Z85.71|Historia personal de linfoma de Hodgkin
V10.71|Z85.79|Historia personal de otras neoplasias malignas de tejidos linfáticos, hemopoyéticos y tejidos relacionados
V10.79|Z85.79|Historia personal de otras neoplasias malignas de tejidos linfáticos, hemopoyéticos y tejidos relacionados
V10.01|Z85.810|Historia personal de neoplasia maligna de lengua
V10.02|Z85.818|Historia personal de neoplasia maligna de otras localizaciones de labio, cavidad oral y faringe
V10.02|Z85.819|Historia personal de neoplasia maligna de localización no especificada de labio, cavidad oral y faringe
V10.82|Z85.820|Historia personal de melanoma maligno de piel
V10.91|Z85.821|Historia personal de carcinoma de células de Merkel
V10.83|Z85.828|Historia personal de otras neoplasias malignas de piel
V10.81|Z85.830|Historia personal de neoplasia maligna de hueso
V10.71|Z85.831|Historia personal de neoplasia maligna de tejidos blandos
V10.89|Z85.831|Historia personal de neoplasia maligna de tejidos blandos
V10.84|Z85.840|Historia personal de neoplasia maligna de ojo
V10.85|Z85.841|Historia personal de neoplasia maligna de cerebro
V10.86|Z85.848|Historia personal de neoplasia maligna de otras partes del tejido nervioso
V10.87|Z85.850|Historia personal de neoplasia maligna de tiroides
V10.88|Z85.858|Historia personal de neoplasia maligna de otras glándulas endocrinas
V10.89|Z85.89|Historia personal de neoplasia maligna de otros órganos y sistemas
V10.90|Z85.9|Historia personal de neoplasia maligna, no especificada
V12.72|Z86.010|Historia personal de pólipos colónicos
V12.41|Z86.011|Historia personal de neoplasia benigna de cerebro
V12.01|Z86.11|Historia personal de tuberculosis
