source|target
Historia personal de otros trastornos mentales y del comportamiento|Esquizofrenia
Historia personal de otros trastornos mentales y del comportamiento|Trastornos delirantes
Historia personal de otros trastornos mentales y del comportamiento|Trastornos esquizoafectivos
Historia personal de otros trastornos mentales y del comportamiento|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Historia personal de infecciones del sistema nervioso central|Otros tipos de esquizofrenia
Historia personal de embolia pulmonar|Esquizofrenia
Historia personal de embolia pulmonar|Otros tipos de esquizofrenia
Historia personal de embolia pulmonar|Trastorno psicótico breve
Historia personal de embolia pulmonar|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Historia personal de otro tipo de trombosis y embolia venosas|Esquizofrenia
Historia personal de otro tipo de trombosis y embolia venosas|Otros tipos de esquizofrenia
Historia personal de otro tipo de trombosis y embolia venosas|Trastornos delirantes
Historia personal de otro tipo de trombosis y embolia venosas|Trastorno esquizoide de personalidad
Historia personal de tromboflebitis|Otros tipos de esquizofrenia
Historia personal de tromboflebitis|Trastornos delirantes
Historia personal de ataque isquémico transitorio (AIT) e infarto cerebral sin déficits residuales|Esquizofrenia
Historia personal de ataque isquémico transitorio (AIT) e infarto cerebral sin déficits residuales|Otros tipos de esquizofrenia
Historia personal de ataque isquémico transitorio (AIT) e infarto cerebral sin déficits residuales|Trastornos delirantes
Historia personal de ataque isquémico transitorio (AIT) e infarto cerebral sin déficits residuales|Trastornos esquizoafectivos
Historia personal de ataque isquémico transitorio (AIT) e infarto cerebral sin déficits residuales|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Historia personal de otras enfermedades del aparato circulatorio|Otros tipos de esquizofrenia
Historia personal de otras enfermedades del aparato circulatorio|Trastornos delirantes
Historia personal de otras enfermedades del aparato circulatorio|Trastorno psicótico breve
Historia personal de neumonía (recurrente)|Esquizofrenia
Historia personal de neumonía (recurrente)|Otros tipos de esquizofrenia
Historia personal de neumonía (recurrente)|Trastornos delirantes
Historia personal de enfermedad ulcerosa péptica|Esquizofrenia
Historia personal de enfermedad ulcerosa péptica|Otros tipos de esquizofrenia
Historia personal de enfermedad ulcerosa péptica|Trastornos delirantes
Historia personal de otras enfermedades del aparato digestivo|Otros tipos de esquizofrenia
Historia personal de infecciones del tracto urinario|Esquizofrenia
Historia personal de infecciones del tracto urinario|Otros tipos de esquizofrenia
Historia personal de infecciones del tracto urinario|Trastornos delirantes
Historia personal de infecciones del tracto urinario|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Historia personal de cálculos urinarios|Otros tipos de esquizofrenia
Historia personal de cálculos urinarios|Trastornos delirantes
Historia personal de malformaciones congénitas (corregidas) de la piel, extremidades y aparato musculoesquelético|Trastornos delirantes
Historia personal de otras malformaciones congénitas (corregidas)|Otros tipos de esquizofrenia
Historia personal de otras malformaciones congénitas (corregidas)|Trastornos delirantes
Historia personal de fractura (consolidada) traumática|Esquizofrenia
Historia personal de fractura (consolidada) traumática|Otros tipos de esquizofrenia
Historia personal de dependencia a nicotina|Esquizofrenia
Historia personal de dependencia a nicotina|Otros tipos de esquizofrenia
Historia personal de dependencia a nicotina|Trastornos delirantes
Historia personal de dependencia a nicotina|Trastorno psicótico breve
Historia personal de dependencia a nicotina|Trastornos esquizoafectivos
Historia personal de dependencia a nicotina|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Historia personal de dependencia a nicotina|Trastorno esquizoide de personalidad
Historia personal de otras afecciones especificadas|Esquizofrenia
Estado de alergia a penicilina|Esquizofrenia
Estado de alergia a penicilina|Otros tipos de esquizofrenia
Estado de alergia a penicilina|Trastornos delirantes
Estado de alergia a penicilina|Trastorno psicótico breve
Estado de alergia a penicilina|Trastornos esquizoafectivos
Estado de alergia a penicilina|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Estado de alergia a otros antibióticos|Esquizofrenia
Estado de alergia a otros antibióticos|Otros tipos de esquizofrenia
Estado de alergia a otros antibióticos|Trastornos delirantes
Estado de alergia a otros antibióticos|Trastornos esquizoafectivos
Estado de alergia a otros antibióticos|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Estado de alergia a sulfonamidas|Esquizofrenia
Estado de alergia a sulfonamidas|Trastornos delirantes
Estado de alergia a sulfonamidas|Trastorno psicótico breve
Estado de alergia a anestésico|Otros tipos de esquizofrenia
Estado de alergia a anestésico|Trastornos delirantes
Estado de alergia a narcótico|Otros tipos de esquizofrenia
Estado de alergia a analgésico|Esquizofrenia
Estado de alergia a analgésico|Otros tipos de esquizofrenia
Estado de alergia a analgésico|Trastornos delirantes
Estado de alergia a analgésico|Trastorno psicótico breve
Estado de alergia a analgésico|Trastornos esquizoafectivos
Estado de alergia a analgésico|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Estado de alergia a otros fármacos, medicamentos y sustancias biológicas|Esquizofrenia
Estado de alergia a otros fármacos, medicamentos y sustancias biológicas|Otros tipos de esquizofrenia
Estado de alergia a otros fármacos, medicamentos y sustancias biológicas|Trastornos delirantes
Estado de alergia a otros fármacos, medicamentos y sustancias biológicas|Trastorno psicótico breve
Estado de alergia a otros fármacos, medicamentos y sustancias biológicas|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Estado de alergia a otros fármacos, medicamentos y sustancias biológicas|Trastorno esquizoide de personalidad
Estado de alergia a fármacos, medicamentos y sustancias biológicas no especificadas|Otros tipos de esquizofrenia
Ausencia adquirida de dedo (-s) de mano no especificada|Otros tipos de esquizofrenia
Ausencia adquirida de muñeca no especificada|Otros tipos de esquizofrenia
Ausencia adquirida de extremidad superior izquierda, nivel no especificado|Trastornos esquizoafectivos
Ausencia adquirida de extremidad superior no especificada, nivel no especificado|Otros tipos de esquizofrenia
Ausencia adquirida del dedo gordo de pie no especificado|Esquizofrenia
Ausencia adquirida de otro (-s) dedo (-s) del pie, lado no especificado|Otros tipos de esquizofrenia
Ausencia adquirida de pie izquierdo|Esquizofrenia
Ausencia adquirida de pie no especificado|Trastornos delirantes
Ausencia adquirida de pierna derecha por debajo de la rodilla|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Ausencia adquirida de pierna por encima de rodilla lado no especificado|Otros tipos de esquizofrenia
Ausencia adquirida de miembro no especificado|Otros tipos de esquizofrenia
Ausencia adquirida de laringe|Esquizofrenia
Ausencia adquirida de laringe|Trastornos delirantes
Ausencia adquirida de mama y pezón no especificados|Esquizofrenia
Ausencia adquirida de mama y pezón no especificados|Otros tipos de esquizofrenia
Ausencia adquirida de mama y pezón no especificados|Trastornos delirantes
Ausencia adquirida de mama y pezón derechos|Esquizofrenia
Ausencia adquirida de mama y pezón derechos|Trastornos delirantes
Ausencia adquirida de mama y pezón izquierdos|Esquizofrenia
Ausencia adquirida (de parte) del pulmón|Otros tipos de esquizofrenia
Ausencia adquirida (de parte) del pulmón|Trastornos delirantes
Ausencia adquirida (de parte) del estómago|Esquizofrenia
Ausencia adquirida (de parte) del estómago|Otros tipos de esquizofrenia
Ausencia adquirida de otras partes especificadas del tracto digestivo|Esquizofrenia
Ausencia adquirida de otras partes especificadas del tracto digestivo|Otros tipos de esquizofrenia
Ausencia adquirida de otras partes especificadas del tracto digestivo|Trastornos delirantes
Ausencia adquirida de otras partes especificadas del tracto digestivo|Trastorno psicótico breve
Ausencia adquirida de otras partes especificadas del tracto digestivo|Trastornos esquizoafectivos
Ausencia adquirida de otras partes especificadas del tracto digestivo|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Ausencia adquirida de riñón|Esquizofrenia
Ausencia adquirida de riñón|Otros tipos de esquizofrenia
Ausencia adquirida de riñón|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Ausencia adquirida de otras partes del tracto urinario|Otros tipos de esquizofrenia
Ausencia adquirida de otras partes del tracto urinario|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Ausencia adquirida de ambos, de cuello uterino y de útero|Esquizofrenia
Ausencia adquirida de ambos, de cuello uterino y de útero|Otros tipos de esquizofrenia
Ausencia adquirida de ambos, de cuello uterino y de útero|Trastornos delirantes
Ausencia adquirida de ambos, de cuello uterino y de útero|Trastornos esquizoafectivos
Ausencia adquirida de ambos, de cuello uterino y de útero|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Ausencia adquirida de ovario, unilateral|Esquizofrenia
Ausencia adquirida de ovarios, bilateral|Esquizofrenia
Ausencia adquirida de ovarios, bilateral|Trastornos delirantes
Ausencia adquirida de otro (-s) órgano (-s) genital (-es)|Otros tipos de esquizofrenia
Ausencia adquirida de otro (-s) órgano (-s) genital (-es)|Trastornos delirantes
Ausencia adquirida de otro (-s) órgano (-s) genital (-es)|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Ausencia adquirida de otro (-s) órgano (-s) genital (-es)|Trastorno esquizoide de personalidad
Ausencia adquirida de otros órganos|Esquizofrenia
Ausencia adquirida de otros órganos|Otros tipos de esquizofrenia
Ausencia adquirida de otros órganos|Trastornos delirantes
Ausencia adquirida de otros órganos|Trastorno psicótico breve
Alergia a alimentos marinos|Otros tipos de esquizofrenia
Alergia a otros alimentos|Esquizofrenia
Estado de alergia a las abejas|Esquizofrenia
Estado de alergia a contrastes radiográficos|Otros tipos de esquizofrenia
Estado de alergia a contrastes radiográficos|Trastornos delirantes
Estado de alergia a otras sustancias no medicinales|Esquizofrenia
Estado de alergia a otras sustancias no medicinales|Trastornos delirantes
Otro tipo de estado de alergia, distinta a fármacos, medicamentos y sustancias biológicas|Esquizofrenia
